[[<module 'oppgave2a.export1175' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1175.py'>, ValueError("could not convert string to float: 'abc'")]]
[[<module 'oppgave2a.export1745' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1745.py'>, ValueError("could not convert string to float: 'abc'")]]
[[<module 'oppgave2a.export705' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export705.py'>, ValueError("could not convert string to float: 'abc'")]]
[[<module 'oppgave2a.export188' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export188.py'>, AttributeError("'int' object has no attribute 'lower'")]]
[[<module 'oppgave2a.export47' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export47.py'>, NameError("name 'math' is not defined")]]
[[<module 'oppgave2a.export1808' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1808.py'>, AssertionError("None != 'u'")]]
[[<module 'oppgave2a.export1480' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1480.py'>, TypeError("'<' not supported between instances of 'str' and 'float'")]]
[[<module 'oppgave2a.export164' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export164.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export712' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export712.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export457' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export457.py'>, AssertionError("'a' != 'u'\n- a\n+ u\n")]]
[[<module 'oppgave2a.export586' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export586.py'>, ValueError('min() arg is an empty sequence')]]
[[<module 'oppgave2a.export1426' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1426.py'>, AssertionError("'m' != 'u'\n- m\n+ u\n")]]
[[<module 'oppgave2a.export865' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export865.py'>, ValueError("could not convert string to float: 'abc'")]]
[[<module 'oppgave2a.export1052' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1052.py'>, TypeError("'int' object is not iterable")]]
[[<module 'oppgave2a.export644' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export644.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export438' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export438.py'>, TypeError("'function' object is not iterable")]]
[[<module 'oppgave2a.export341' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export341.py'>, ValueError("invalid literal for int() with base 10: 'abc'")]]
[[<module 'oppgave2a.export284' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export284.py'>, NameError("name 'tall' is not defined")]]
[[<module 'oppgave2a.export1326' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1326.py'>, NameError("name 'streng' is not defined")]]
[[<module 'oppgave2a.export1884' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1884.py'>, AssertionError("'u' != 'a'\n- u\n+ a\n")]]
[[<module 'oppgave2a.export1030' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1030.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export1337' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1337.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export392' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export392.py'>, AssertionError("'m' != 'a'\n- m\n+ a\n")]]
[[<module 'oppgave2a.export1852' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1852.py'>, ValueError("invalid literal for int() with base 10: 'abc'")]]
[[<module 'oppgave2a.export391' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export391.py'>, AssertionError("'a' != 'u'\n- a\n+ u\n")]]
[[<module 'oppgave2a.export1667' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1667.py'>, AssertionError("97 != 'a'")]]
[[<module 'oppgave2a.export863' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export863.py'>, ValueError("invalid literal for int() with base 10: 'abc'")]]
[[<module 'oppgave2a.export1773' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1773.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export1155' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1155.py'>, AssertionError("None != 'u'")]]
[[<module 'oppgave2a.export1424' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1424.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export1215' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1215.py'>, AssertionError("'u' != 'a'\n- u\n+ a\n")]]
[[<module 'oppgave2a.export1433' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1433.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export2078' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export2078.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export1198' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1198.py'>, TypeError("'NoneType' object is not subscriptable")]]
[[<module 'oppgave2a.export548' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export548.py'>, ValueError("invalid literal for int() with base 10: 'abc'")]]
[[<module 'oppgave2a.export1429' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1429.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export527' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export527.py'>, AssertionError("'a' != 'u'\n- a\n+ u\n")]]
