[[<module 'oppgave1.export409' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export409.py'>, AttributeError("'numpy.ndarray' object has no attribute 'remove'")]]
[[<module 'oppgave1.export1196' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1196.py'>, IndexError('pop index out of range')]]
[[<module 'oppgave1.export914' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export914.py'>, AssertionError('4 != 11')]]
[[<module 'oppgave1.export838' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export838.py'>, AssertionError('[4, 3, 7] != 11')]]
[[<module 'oppgave1.export67' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export67.py'>, IndexError('list index out of range')]]
[[<module 'oppgave1.export1120' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1120.py'>, TypeError("'int' object is not iterable")]]
[[<module 'oppgave1.export49' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export49.py'>, ValueError("invalid literal for int() with base 10: ''")]]
[[<module 'oppgave1.export1167' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1167.py'>, AssertionError('None != 11')]]
[[<module 'oppgave1.export1110' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1110.py'>, UnboundLocalError("local variable 'resultat' referenced before assignment")]]
[[<module 'oppgave1.export80' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export80.py'>, AssertionError('14 != 11')]]
[[<module 'oppgave1.export436' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export436.py'>, UnboundLocalError("local variable 'summen' referenced before assignment")]]
[[<module 'oppgave1.export103' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export103.py'>, AssertionError('3 != 11')]]
[[<module 'oppgave1.export1144' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1144.py'>, AssertionError('2 != 11')]]
[[<module 'oppgave1.export1044' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1044.py'>, TimeoutError()]]
[[<module 'oppgave1.export997' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export997.py'>, UnboundLocalError("local variable 'sum_elementer' referenced before assignment")]]
[[<module 'oppgave1.export672' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export672.py'>, TypeError("'int' object is not iterable")]]
[[<module 'oppgave1.export257' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export257.py'>, TypeError("unsupported operand type(s) for -: 'list' and 'int'")]]
[[<module 'oppgave1.export889' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export889.py'>, TypeError("'int' object is not callable")]]
[[<module 'oppgave1.export1' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1.py'>, TypeError("'NoneType' object is not iterable")]]
[[<module 'oppgave1.export1206' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1206.py'>, AssertionError('6 != 11')]]
[[<module 'oppgave1.export1231' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1231.py'>, TypeError("'list' object cannot be interpreted as an integer")]]
[[<module 'oppgave1.export1193' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1193.py'>, TypeError("'int' object is not iterable")]]
[[<module 'oppgave1.export853' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export853.py'>, TypeError("'NoneType' object is not iterable")]]
[[<module 'oppgave1.export734' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export734.py'>, ValueError('The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()')]]
[[<module 'oppgave1.export1175' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1175.py'>, IndexError('list index out of range')]]
[[<module 'oppgave1.export1024' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1024.py'>, TypeError("unsupported operand type(s) for -: 'list' and 'int'")]]
[[<module 'oppgave1.export47' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export47.py'>, AssertionError('14 != 11')]]
[[<module 'oppgave1.export753' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export753.py'>, AssertionError('4 != 11')]]
[[<module 'oppgave1.export1014' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1014.py'>, NameError("name 'sumlist' is not defined")]]
[[<module 'oppgave1.export164' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export164.py'>, AttributeError("'numpy.ndarray' object has no attribute 'remove'")]]
[[<module 'oppgave1.export38' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export38.py'>, AssertionError('0 != 11')]]
[[<module 'oppgave1.export656' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export656.py'>, IndexError('pop index out of range')]]
[[<module 'oppgave1.export525' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export525.py'>, AttributeError("'list' object has no attribute 'replace'")]]
[[<module 'oppgave1.export235' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export235.py'>, IndexError('pop index out of range')]]
[[<module 'oppgave1.export128' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export128.py'>, TypeError("'>' not supported between instances of 'list' and 'int'")]]
[[<module 'oppgave1.export330' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export330.py'>, TypeError("descriptor 'count' for 'list' objects doesn't apply to a 'int' object")]]
